Id,TagName,Count,ExcerptPostId,WikiPostId,RowNum
"782","xming","76","23180709","23180708","394"
"785","etag","524","6631433","6631432","395"
"787","olap","1462","5045182","5045181","396"
"790","filehelpers","414","5109911","5109910","397"
"792","xmp","202","9349112","9349111","398"
"793","qos","157","22350218","22350217","399"
"794","networking","30416","5253674","5253673","400"
"795","adsl","11","18105652","18105651","401"
"796","modem","678","11863348","11863347","402"
"802","mercurial","7928","3625261","3607049","403"
"804","java-native-interface","8612","4985098","4985097","404"
"805","nativelibrary","125","57275427","57275426","405"
"815","ssp","44","","","406"
"816","search","31458","5609248","5609247","407"
"817","microcontroller","2738","3640939","3640938","408"
"820","jquery","962376","3625262","3607053","409"
"823","x86","12114","4913044","4913043","410"
"824","assembly","31559","3640959","3640958","411"
"828","confirm","686","24723981","24723980","412"
"829","events","32734","4946849","4946848","413"
"831","virtual","2747","12207686","12207685","414"
"833","height","5513","7050447","7050446","415"
"834","schema","5783","9299844","9299843","416"
"835","ddl","1621","6973481","6973480","417"
"837","remoting","1133","7792057","7792056","418"
"838","wireless","1093","7077982","7077981","419"
"846","culture","735","13867660","13867659","420"
"847","joomla","14988","4262121","4262120","421"
"848","grails","28891","3702195","3702194","422"
"849","groovy","23624","3625263","3613160","423"
"852","resources","8354","5731220","5731219","424"
"853","hook","4491","6603930","6603929","425"
"854","matlab","84713","3625264","3609173","426"
"855","firebird","3003","3625265","3611668","427"
"856","interbase","301","8202727","8202726","428"
"859","lambda","22362","5329395","5329394","429"
"861","standards","2973","5887283","5887282","430"
"862","layout","23556","6063336","6063335","431"
"865","user-interface","46132","3625266","3623067","432"
"868","gwt","20667","3625267","3607729","433"
"869","charts","20866","7248730","7248729","434"
"873","logic","6922","4123852","4123851","435"
"874","lifecycle","1486","10428991","10428990","436"
"876","msf","25","","","437"
"877","cmmi","32","4977745","4977744","438"
"881","zip","7746","5029522","5029521","439"
"883","sgml","121","10261345","10261344","440"
"886","leader","37","36106763","36106762","441"
"887","community-server","26","9385120","9385119","442"
"888","moss","901","5159796","5159795","443"
"889","winapi","34197","3625268","3609906","444"
"890","jsf","34470","3625269","3607511","445"
"891","microformats","157","11304049","11304048","446"
"896","desktop","1977","8906637","8906636","447"
"902","dojo","9247","3625270","3607512","448"
"904","post","33778","5599997","5599996","449"
"905","html5","119790","3632559","3632558","450"
"906","doctype","1022","6203807","6203806","451"
"908","xcode","134151","3625271","3607508","452"
"912","informix","1872","3625272","3607509","453"
"913","spl","345","5171774","5171773","454"
"914","wiki","1272","4998922","4998921","455"
"916","fonts","17175","5652503","5652502","456"
"921","firebug","2745","5078947","5078946","457"
"922","graphing","516","26635137","26635136","458"
"925","opera","1868","4890083","4890082","459"
"926","inheritance","34389","4913888","4913887","460"
"928","wysiwyg","2195","4985599","4985598","461"
"930","ms-access","43457","3625273","3607034","462"
"931","rcp","1600","5945732","5945731","463"
"932","jnlp","1332","4855416","4855415","464"
"934","compatibility","2620","5644706","5644705","465"
"935","dnsmasq","226","18020194","18020193","466"
"938","linker","11249","5128169","5128168","467"
"940","resume","495","8606453","8606452","468"
"942","logging","31565","3812354","3812352","469"
"946","uuid","2277","7085832","7085831","470"
"948","log4net","3730","3625275","3625274","471"
"952","helpfile","62","56226216","56226215","472"
"953","gltail","2","25220677","25220676","473"
"955","jobs","1961","8244801","8244800","474"
"962","scsf","47","7174965","7174964","475"
"964","customization","3769","7222178","7222177","476"
"965","plugins","21592","5650530","5650529","477"
"968","haml","3408","5218263","5218262","478"
"975","msdn","1011","8356675","8356674","479"
"976","sybase","2893","5551861","5551860","480"
"977","icalendar","1998","7046465","7046464","481"
"978","outlook","15023","5143722","5143721","482"
"980","gmail","8405","5772896","5772895","483"
"981","recurrence","811","9281322","9281321","484"
"982","timezone","9451","5828026","5828025","485"
"984","google-app-engine","43579","3624984","3609767","486"
"985","redistributable","189","","","487"
"989","aix","1566","6430172","6430171","488"
"990","awk","24886","3779364","3779363","489"
"991","scheme","6838","4075134","4075133","490"
"992","continuations","453","5725545","5725544","491"
"994","cocoa","38534","3624985","3608914","492"
"995","notifications","13385","6623727","6623726","493"
"996","ini","1402","6023817","6023816","494"
"997","plot","26368","8683770","8683769","495"
"1000","junit","21267","3861865","3861864","496"
"1001","testng","6633","5760258","5760257","497"
"1002","aop","3080","5045520","5045519","498"
"1004","icons","7594","5717639","5717638","499"
"1005","openjdk","785","9554192","9554191","500"
"1006","icedtea","33","12963787","12963786","501"
"1008","stringbuilder","1791","8168274","8168273","502"
"1009","string.format","493","21366941","21366940","503"
"1011","base64","8458","7422548","7422547","504"
"1012","debian","7937","5639199","5639198","505"
"1014","scaling","2017","6819781","6819780","506"
"1018","lua","15790","3624986","3607191","507"
"1022","corecon","7","","","508"
"1023","code-reuse","754","8358608","8358607","509"
"1024","singleton","7359","5251882","5251881","510"
"1026","construction","97","27443788","27443787","511"
"1030","shader","5094","6584052","6584051","512"
"1031","transcode","85","","","513"
"1032","flv","779","7635591","7635590","514"
"1033","mp3","3941","6562448","6562447","515"
"1034","mp4","2357","5037751","5037750","516"
"1040","repair","159","","","517"
"1042","parents","77","22931288","22931287","518"
"1044","relate","12","","","519"
"1046","xna","7277","3624987","3609267","520"
"1047","skins","72","18050554","18050553","521"
"1053","implementation","1778","9733726","9733725","522"
"1062","filenames","3315","5840302","5840301","523"
"1065","animation","36569","5643484","5643483","524"
"1066","continuous-integration","9404","4889970","4889969","525"
"1067","homebrew","4518","5404075","5404074","526"
"1071","extension-methods","3031","6308468","6308467","527"
"1072","caucho","18","18196322","18196321","528"
"1073","resin","169","10718851","10718850","529"
"1074","webserver","6903","7397479","7397478","530"
"1076","bouncedemail","47","14891087","14891086","531"
"1078","enums","17068","5036293","5036292","532"
"1079","flags","1185","20642027","20642026","533"
"1080","geometry","10075","7025387","7025386","534"
"1081","applet","7451","4855193","4855192","535"
"1082","swing","73534","3624988","3617964","536"
"1083","primes","2517","3954998","3954997","537"
"1084","whitespace","3578","9346559","9346558","538"
"1086","refactoring","6585","3624991","3624990","539"
"1090","stack","8676","5276946","5276945","540"
"1097","tagging","787","13400129","13400128","541"
"1098","favorites","189","","","542"
"1101","automake","977","4998134","4998133","543"
"1102","autoconf","999","6768082","6768081","544"
"1103","etiquette","42","","","545"
"1104","selenium","64812","3624992","3609793","546"
"1106","linq-to-objects","1331","6425840","6425839","547"
"1108","abap","2227","4958361","4958360","548"
"1110","expand","1070","23564122","23564121","549"
"1113","maintenance","436","22107800","22107799","550"
"1115","reorganize","52","","","551"
"1116","rebuild","256","","","552"
"1117","xaml","53588","4858030","4858029","553"
"1118","ws-security","889","17505019","17505018","554"
"1120","wgs84","124","8538643","8538642","555"
"1122","symlink","1969","8343733","8343732","556"
"1124","encoding","20250","5546228","5546227","557"
"1125","serialization","27313","4913700","4913699","558"
"1127","mergesort","1892","10321802","10321801","559"
"1130","msdtc","385","4568983","4568982","560"
"1132","powerpoint","4464","3681194","3681193","561"
"1134","dataview","660","20228890","20228889","562"
"1135","executable","2857","9733712","9733711","563"
"1136","swt","5768","3624995","3624994","564"
"1137","binding","15022","6488332","6488331","565"
"1138","myeclipse","426","9232665","9232664","566"
"1141","activerecord","26453","4985587","4985586","567"
"1145","inequality","165","41347654","41347653","568"
"1148","sysobjects","28","","","569"
"1151","select","32468","5623507","5623506","570"
"1153","w3c","1127","5648546","5648545","571"
"1156","printf","7294","5283941","5283940","572"
"1157","qstring","694","11844879","11844878","573"
"1158","qt","71816","3624996","3611154","574"
"1159","rsync","2001","7775094","7775093","575"
"1169","user-controls","9731","7933783","7933782","576"
"1170","fallback","408","14142113","14142112","577"
"1171","binary-log","36","","","578"
"1173","crc32","429","5827356","5827355","579"
"1175","extensibility","268","25064497","25064496","580"
"1176","pylons","830","5130101","5130100","581"
"1177","tabs","12571","5956792","5956791","582"
"1180","enterprise","1033","8182771","8182770","583"
"1182","entourage","11","25220705","25220704","584"
"1186","grammar","2675","5125148","5125147","585"
"1187","redundancy","380","11052061","11052060","586"
"1188","jboss","13945","5115454","5115453","587"
"1189","internet-explorer","38001","4890178","4890177","588"
"1190","redirect","34537","6030030","6030029","589"
"1198","f#","13986","3624997","3608098","590"
"1200","captcha","2333","5219084","5219083","591"
"1201","routing","13614","5126912","5126911","592"
"1202","procmail","153","7097527","7097526","593"
"1205","alert","3721","8151985","8151984","594"
"1206","storage","4973","10511120","10511119","595"
"1208","controls","7703","7011132","7011131","596"
"1211","spring","155295","3625321","3608862","597"
"1213","blogs","2420","5421989","5421988","598"
"1219","recycle-bin","193","14225352","14225351","599"
"1222","grouping","5128","7338699","7338698","600"
"1227","xpath","30226","3652558","3652557","601"
"1228","unhandled","137","31853232","31853231","602"
"1229","mixed","198","","","603"
"1230","instrumentation","964","7264616","7264615","604"
"1231","command-line","19505","5135131","5135130","605"
"1232","server-response","74","","","606"
"1233","pear","1646","5310879","5310878","607"
"1234","mdi","856","6829029","6829028","608"
"1235","mfc","11461","3632741","3632740","609"
"1240","activereports","337","5354792","5354791","610"
"1241","adobe","5316","3668478","3668477","611"
"1242","acrobat","1292","7658950","7658949","612"
"1243","applescript","7101","4908855","4908854","613"
"1248","phppgadmin","131","13105797","13105796","614"
"1249","memcached","4937","5097223","5097222","615"
"1250","xmlsocket","37","","","616"
"1251","nic","250","10817132","10817131","617"
"1253","wss","616","4599524","4599523","618"
"1255","wia","246","8843419","8843418","619"
"1256","isight","33","5354142","5354141","620"
"1258","camera","12513","7933974","7933973","621"
"1259","conditional","6751","4913991","4913990","622"
"1263","datetime","49829","5600844","5600843","623"
"1264","varchar","1225","6826190","6826189","624"
"1269","yui","1794","4953855","4953854","625"
"1271","grep","13666","5094619","5094618","626"
"1279","ontime","42","","","627"
"1280","file-extension","945","10975762","10975761","628"
"1281","dependencies","9383","7298219","7298218","629"
"1282","frontend","5846","5444104","5444103","630"
"1283","client","6837","9652687","9652686","631"
"1284","il","481","5277758","5277757","632"
"1285","offsite","11","","","633"
"1286","perforce","2718","3833101","3833100","634"
"1289","odbc","7466","5122638","5122637","635"
"1290","sftp","3709","8342154","8342153","636"
"1292","static","13774","6517620","6517619","637"
"1294","quickbooks","1683","4714611","4714610","638"
"1295","accounting","257","8507284","8507283","639"
"1299","monitoring","3479","6894540","6894539","640"
"1300","icefaces","805","4940849","4940848","641"
"1301","iis-7","9431","5124505","5124504","642"
"1303","ilmerge","329","5091259","5091258","643"
"1307","datagrid","14210","5584428","5584427","644"
"1310","wap","126","19260025","19260024","645"
"1311","wml","65","17558329","17558328","646"
"1313","openbsd","192","5654602","5654601","647"
"1314","xinc","5","9401104","9401103","648"
"1315","postback","2682","5976177","5976176","649"
"1317","production","1128","16594928","16594927","650"
"1318","history","1410","6813130","6813129","651"
"1320","mixed-mode","246","10991504","10991503","652"
"1324","directoryservices","703","5735095","5735094","653"
"1326","svg","32430","4804745","4804744","654"
"1327","vml","246","7640378","7640377","655"
"1336","ccombobox","48","26910689","26910688","656"
"1337","hidden","1881","5637855","5637854","657"
"1341","flexbuilder","730","7659282","7659281","658"
"1342","textmate","1072","5308191","5308190","659"
"1343","rights","217","10497633","10497632","660"
"1346","mootools","2603","3624998","3607671","661"
"1349","erp","646","5069512","5069511","662"
"1350","tag-soup","54","18793937","18793936","663"
"1353","microsoft-dynamics","2134","5887513","5887512","664"
"1355","reverse","2696","14406237","14406236","665"
"1357","parsing","47434","3624999","3614979","666"
"1358","normalizing","31","","","667"
"1362","automation","14568","7015321","7015320","668"
"1363","project-management","1513","7930366","7930365","669"
"1364","containers","6478","9733513","9733512","670"
"1366","color-scheme","749","12121265","12121264","671"
"1372","gps","9589","5065630","5065629","672"
"1376","user-agent","1985","5279557","5279556","673"
"1378","pagination","14054","6867110","6867109","674"
